  8.0020600e+002  7.4103746e+001  1.9580000e+003
  7.9999900e+002  7.4283206e+001  1.9490000e+003
  7.9220400e+002  7.4294834e+001  1.9640000e+003
  7.8126600e+002  7.4148311e+001  1.9850000e+003
  7.7800000e+002  7.3886518e+001  1.9870000e+003
  7.7505400e+002  7.3559604e+001  2.0500000e+003
  7.7006000e+002  7.3207797e+001  2.1020000e+003
  7.6800200e+002  7.2857575e+001  2.1150000e+003
  7.6224700e+002  7.2529190e+001  2.1570000e+003
  7.5125200e+002  7.2247268e+001  2.1860000e+003
  7.4600000e+002  7.2045698e+001  2.1920000e+003
  7.4652700e+002  7.1964452e+001  2.2180000e+003
  7.4752600e+002  7.2040668e+001  2.2120000e+003
  7.4799900e+002  7.2297683e+001  2.1060000e+003
  7.5117800e+002  7.2736334e+001  2.0490000e+003
  7.5718200e+002  7.3330877e+001  2.0050000e+003
  7.6000000e+002  7.4029651e+001  1.9540000e+003
  7.6342500e+002  7.4761001e+001  1.9510000e+003
  7.7042400e+002  7.5444626e+001  1.9550000e+003
  7.7400000e+002  7.6006609e+001  1.9290000e+003
  7.7558700e+002  7.6394279e+001  1.9460000e+003
  7.7958200e+002  7.6584954e+001  1.9670000e+003
  7.8200000e+002  7.6584902e+001  1.9810000e+003
  7.8090200e+002  7.6421263e+001  2.0410000e+003
  7.7689300e+002  7.6132652e+001  2.0950000e+003
  7.7400000e+002  7.5762859e+001  2.1200000e+003
  7.7274800e+002  7.5359502e+001  2.1610000e+003
  7.6570600e+002  7.4974606e+001  2.2030000e+003
  7.6000000e+002  7.4661577e+001  2.2110000e+003
  7.6093600e+002  7.4467181e+001  2.2230000e+003
  7.6788900e+002  7.4421136e+001  2.1450000e+003
  7.7400000e+002  7.4526943e+001  2.0540000e+003
  7.7419800e+002  7.4758856e+001  2.0030000e+003
  7.7916700e+002  7.5068060e+001  1.9810000e+003
  7.8399800e+002  7.5395486e+001  1.9470000e+003
  7.8399800e+002  7.5685572e+001  1.9430000e+003
  7.8309500e+002  7.5895903e+001  1.9520000e+003
  7.8209700e+002  7.6000744e+001  1.9510000e+003
  7.8200100e+002  7.5990918e+001  1.9520000e+003
  7.7650900e+002  7.5872511e+001  1.9760000e+003
  7.6954300e+002  7.5663474e+001  2.0030000e+003
  7.6800000e+002  7.5388124e+001  2.0540000e+003
  7.6587700e+002  7.5072319e+001  2.1130000e+003
  7.6288300e+002  7.4740998e+001  2.1580000e+003
  7.6200100e+002  7.4418703e+001  2.1670000e+003
  7.5735000e+002  7.4132807e+001  2.2060000e+003
  7.5036900e+002  7.3915526e+001  2.2330000e+003
  7.4799700e+002  7.3800648e+001  2.2260000e+003
  7.5194100e+002  7.3815755e+001  2.2400000e+003
  7.5795800e+002  7.3973847e+001  2.1740000e+003
  7.6000200e+002  7.4268530e+001  2.0490000e+003
  7.6062500e+002  7.4675352e+001  1.9950000e+003
  7.6162400e+002  7.5157483e+001  1.9600000e+003
  7.6200100e+002  7.5671327e+001  1.9110000e+003
  7.6314800e+002  7.6169904e+001  1.9210000e+003
  7.6514800e+002  7.6605002e+001  1.9290000e+003
  7.6599900e+002  7.6931240e+001  1.9140000e+003
  7.6599900e+002  7.7113880e+001  1.9420000e+003
  7.6599900e+002  7.7136697e+001  1.9860000e+003
  7.6599900e+002  7.7004383e+001  2.0190000e+003
  7.6555000e+002  7.6738781e+001  2.0750000e+003
  7.6455100e+002  7.6372381e+001  2.1210000e+003
  7.6400000e+002  7.5943484e+001  2.1320000e+003
  7.6241900e+002  7.5496007e+001  2.1690000e+003
  7.5841500e+002  7.5081219e+001  2.1940000e+003
  7.5600000e+002  7.4754825e+001  2.1910000e+003
  7.6065400e+002  7.4566329e+001  2.1860000e+003
  7.7359400e+002  7.4543494e+001  2.0920000e+003
  7.8200100e+002  7.4679152e+001  2.0110000e+003
  7.8103200e+002  7.4929288e+001  1.9840000e+003
  7.7702000e+002  7.5225818e+001  1.9660000e+003
  7.7399800e+002  7.5498132e+001  1.9310000e+003
  7.7356300e+002  7.5692630e+001  1.9390000e+003
  7.7055700e+002  7.5781215e+001  1.9500000e+003
  7.6800200e+002  7.5757443e+001  1.9360000e+003
  7.6763700e+002  7.5627713e+001  1.9550000e+003
  7.6260800e+002  7.5404809e+001  2.0020000e+003
  7.5799900e+002  7.5104762e+001  2.0510000e+003
  7.5771400e+002  7.4745936e+001  2.0980000e+003
  7.5065400e+002  7.4349812e+001  2.1430000e+003
  7.4399900e+002  7.3942526e+001  2.1750000e+003
  7.4399900e+002  7.3556999e+001  2.2150000e+003
  7.4399900e+002  7.3234866e+001  2.2390000e+003
  7.4399900e+002  7.3024486e+001  2.2340000e+003
  7.4460500e+002  7.2972113e+001  2.1960000e+003
  7.5155100e+002  7.3107494e+001  2.0780000e+003
  7.5799900e+002  7.3428527e+001  1.9890000e+003
  7.5811100e+002  7.3892317e+001  1.9550000e+003
  7.6010700e+002  7.4419673e+001  1.9400000e+003
  7.6200100e+002  7.4914111e+001  1.9160000e+003
  7.6201700e+002  7.5288828e+001  1.9240000e+003
  7.6401100e+002  7.5489960e+001  1.9400000e+003
  7.6599900e+002  7.5505785e+001  1.9420000e+003
  7.6599900e+002  7.5360449e+001  1.9560000e+003
  7.6124700e+002  7.5098604e+001  2.0100000e+003
  7.5627700e+002  7.4768469e+001  2.0610000e+003
  7.5600000e+002  7.4409651e+001  2.1090000e+003
